Section,Subsection,Question,Answer,Answer Context,Handbook Reference,Figure Numbers,Figure Captions
Rhinology,Cleft Lip and Palate,Why can a baby with a cleft palate struggle with feeding?,"A cleft palate can make it difficult to create suction. Feeding may take longer, milk may come through the nose, and the baby may swallow excess air or tire easily.","Feeding difficulty in cleft palate arises from impaired separation of oral and nasal cavities and poor suction mechanics. Nasal regurgitation, prolonged feeds, excess air intake, poor airway protection, and high energy expenditure can contribute to poor weight gain. Specialised bottles and multidisciplinary support can improve feeding efficiency.",Rhinology > Cleft Lip and Palate > Feeding considerations; revised PDF pp. 114–115,[51],Figure 51: Unilateral left cleft lip and palate (Courtesy of Elf-ENT).
Rhinology,Cleft Lip and Palate,Why does a child with cleft palate need hearing and speech checks?,"Cleft palate can affect Eustachian tube function and increase the risk of glue ear. It can also affect speech and swallowing, so hearing assessment and speech therapy are important.","Abnormally developed palate muscles can impair Eustachian tube function, predisposing children with cleft palate to middle-ear effusion and delayed resolution of glue ear. Early hearing assessment, possible grommets or hearing aids, and speech and language therapy are important parts of multidisciplinary care.",Rhinology > Cleft Lip and Palate > Otologic and speech considerations; revised PDF pp. 114–115,[51],Figure 51: Unilateral left cleft lip and palate (Courtesy of Elf-ENT).
Head and Neck,Head and Neck Anatomy,Why would the doctor ask me to smile or puff my cheeks when checking a lump near my jaw?,"These movements help assess the facial nerve. A lump near the parotid gland can sometimes affect this nerve, so facial movement gives important information.","The parotid gland lies near the ear and is anatomically related to the facial nerve. Facial expression movements such as smiling, cheek puffing, and eye closure help identify facial nerve dysfunction. In the context of a salivary gland mass, facial weakness is clinically significant because it can suggest malignant involvement.",Head and Neck > Head and Neck Anatomy > Facial Muscles and Major Salivary Glands; revised PDF pp. 118–120,,
Head and Neck,Head and Neck Anatomy,Why does the doctor look inside my mouth when I complain about a neck lump?,"The mouth and throat can be sources of infection, inflammation, or cancer that may cause lymph nodes in the neck to enlarge. Looking inside the mouth helps search for the cause.","The oral cavity includes the lips, floor of mouth, tongue, alveolar ridges, hard palate, and buccal lining. Disease in these areas can drain to cervical lymph nodes and present as a neck lump. Dental disease may also lead to submandibular or deep neck space infection.",Head and Neck > Head and Neck Anatomy > Oral Cavity; revised PDF pp. 121–123,[52],"Figure 52: Oral cavity (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Head and Neck Anatomy,Why does the doctor describe neck lumps by “levels”?,"Neck levels give clinicians a standard way to describe where a lump or lymph node is located. This helps guide possible causes, imaging, referrals, and treatment planning.","The neck is divided into anatomical levels using reproducible boundaries. These levels are particularly useful when documenting and communicating the site of lymph nodes or masses. Location can suggest likely pathology, such as salivary gland disease, dental infection, thyroid disease, branchial cyst, or metastatic lymphadenopathy.",Head and Neck > Head and Neck Anatomy > Topography of the Neck; revised PDF pp. 124–125,[53],Figure 53: Levels of the neck (courtesy of Elf-ENT).
Head and Neck,Head and Neck Anatomy,Why does the doctor feel under my jaw and along the side of my neck in a fixed order?,A systematic order helps ensure no important lymph node area or gland is missed. Different parts of the neck contain different structures and drainage areas.,"Head and neck examination uses anatomical triangles and levels to organise palpation. The anterior and posterior triangles contain lymph nodes, salivary glands, vascular structures, thyroid-related structures, and muscular boundaries. A systematic approach improves detection and localisation of clinically meaningful masses.",Head and Neck > Head and Neck Anatomy > Neck triangles and levels; revised PDF pp. 124–125,[53],Figure 53: Levels of the neck (courtesy of Elf-ENT).
Head and Neck,Head and Neck Anatomy,"Why can neck surgery affect my voice, shoulder, or tongue movement?","Several important nerves pass through the head and neck. Depending on the operation or disease site, nerves controlling the voice box, shoulder, tongue, or swallowing muscles may be at risk.","Important head and neck nerves include the recurrent laryngeal nerve, spinal accessory nerve, hypoglossal nerve, glossopharyngeal nerve, lingual nerve, and others. Injury to these nerves may cause vocal cord paralysis, shoulder weakness, tongue deviation, taste or sensation changes, or swallowing-related problems.",Head and Neck > Head and Neck Anatomy > Nervous Supply of the Head and Neck; revised PDF pp. 128–132,,
Head and Neck,Physiology of Swallowing,Why does swallowing feel simple even though doctors say it is complex?,"Swallowing feels automatic, but it involves coordinated mouth, throat, voice box, and oesophageal movements. These protect the airway while moving food safely toward the stomach.","Swallowing has oral, pharyngeal, and oesophageal stages. The oral phase prepares and propels the bolus. The pharyngeal phase closes the nasopharynx, elevates and protects the larynx, and drives the bolus downward. The oesophageal phase uses sphincter relaxation and peristalsis to move the bolus toward the stomach.",Head and Neck > Physiology of Swallowing; revised PDF pp. 133–134,[57],Figure 57: Swallowing Physiology
Head and Neck,Physiology of Swallowing,Why is coughing or choking during meals important to mention?,Coughing during meals may mean food or liquid is entering or threatening the airway. This can increase the risk of aspiration and chest infections.,"Safe swallowing depends on laryngeal closure, laryngeal elevation, and coordinated pharyngeal contraction. If airway protection fails, swallowed material may enter the larynx or lower airway. This can cause coughing, choking, aspiration, and recurrent chest infections, especially in neurological or structural swallowing disorders.",Head and Neck > Physiology of Swallowing; revised PDF pp. 133–134,[57],Figure 57: Swallowing Physiology
Head and Neck,Taking History of a Neck Lump,Why does the doctor ask so many questions about a lump in my neck?,"The questions help determine whether the lump is likely inflammatory, congenital, salivary, thyroid-related, or possibly malignant. The duration, growth pattern, pain, and associated symptoms are especially important.","Neck lump history-taking assesses age, occupation, onset, number of lumps, site, size change, persistence, pain, swallowing difficulty, breathing difficulty, bleeding, weight change, ear pain, night sweats, fever, voice change, prior investigations, and prior treatment. These details refine the differential diagnosis and urgency of referral.",Head and Neck > Taking History of a Neck Lump; revised PDF pp. 135–136,,
Head and Neck,Taking History of a Neck Lump,Why does my doctor ask if I smoke or drink when I have a neck lump?,"Smoking and alcohol increase the risk of some head and neck cancers. If a neck lump is present, these risk factors help decide how urgently it should be investigated.","Social history is essential in neck lump assessment because smoking and alcohol exposure are major risk factors for upper aerodigestive tract malignancy. A persistent neck mass with risk factors, especially when associated with hoarseness, swallowing symptoms, ear pain, weight loss, or bleeding, warrants careful evaluation.",Head and Neck > Taking History of a Neck Lump > Social History; revised PDF p. 136,,
Head and Neck,Taking History of a Neck Lump,Is a neck lump more worrying if it changes over several weeks?,"Yes. An unexplained neck lump that changes or persists over several weeks should be assessed promptly, especially if there are voice, swallowing, breathing, bleeding, or weight-loss symptoms.","Red flags for urgent referral include an unexplained neck lump changing over 3–6 weeks, hoarseness lasting more than 3 weeks, dysphagia, odynophagia, haemoptysis, unexplained weight loss, otalgia, night sweats, fever, or breathing difficulty. These features can indicate malignant or serious inflammatory disease.",Head and Neck > Taking History of a Neck Lump > Red Flags; revised PDF p. 136,,
